SrNo,TollID,CategoryID,Single,Round,Category
2272,325,4,329,494,Upto 3 Axle
2273,325,5,344,516,4 to 6 Axle
2274,325,6,374,561,HCM/EME
2275,325,7,424,636,7 or more Axle
2276,326,1,50,75,Car/Jeep/Van
2277,326,2,95,143,LCV
2278,326,3,190,285,Bus/Truck
2279,326,4,305,458,Upto 3 Axle
2280,326,5,320,480,4 to 6 Axle
2281,326,6,350,525,HCM/EME
2282,326,7,400,600,7 or more Axle
2283,327,1,51,77,Car/Jeep/Van
2284,327,2,96,144,LCV
2285,327,3,191,287,Bus/Truck
2286,327,4,306,459,Upto 3 Axle
2287,327,5,321,482,4 to 6 Axle
2288,327,6,351,527,HCM/EME
2289,327,7,401,602,7 or more Axle
2290,328,1,52,78,Car/Jeep/Van
2291,328,2,97,146,LCV
2292,328,3,192,288,Bus/Truck
2293,328,4,307,461,Upto 3 Axle
2294,328,5,322,483,4 to 6 Axle
2295,328,6,352,528,HCM/EME
2296,328,7,402,603,7 or more Axle
2297,329,1,53,80,Car/Jeep/Van
2298,329,2,98,147,LCV
2299,329,3,193,290,Bus/Truck
2300,329,4,308,462,Upto 3 Axle
2301,329,5,323,485,4 to 6 Axle
2302,329,6,353,530,HCM/EME
2303,329,7,403,605,7 or more Axle
2304,330,1,54,81,Car/Jeep/Van
2305,330,2,99,149,LCV
2306,330,3,194,291,Bus/Truck
2307,330,4,309,464,Upto 3 Axle
2308,330,5,324,486,4 to 6 Axle
2309,330,6,354,531,HCM/EME
2310,330,7,404,606,7 or more Axle
2311,331,1,55,83,Car/Jeep/Van
2312,331,2,100,150,LCV
2313,331,3,195,293,Bus/Truck
2314,331,4,310,465,Upto 3 Axle
2315,331,5,325,488,4 to 6 Axle
2316,331,6,355,533,HCM/EME
2317,331,7,405,608,7 or more Axle
2318,332,1,56,84,Car/Jeep/Van
2319,332,2,101,152,LCV
2320,332,3,196,294,Bus/Truck
2321,332,4,311,467,Upto 3 Axle
2322,332,5,326,489,4 to 6 Axle
2323,332,6,356,534,HCM/EME
2324,332,7,406,609,7 or more Axle
2325,333,1,57,86,Car/Jeep/Van
2326,333,2,102,153,LCV
2327,333,3,197,296,Bus/Truck
2328,333,4,312,468,Upto 3 Axle
2329,333,5,327,491,4 to 6 Axle
2330,333,6,357,536,HCM/EME
2331,333,7,407,611,7 or more Axle
2332,334,1,58,87,Car/Jeep/Van
2333,334,2,103,155,LCV
2334,334,3,198,297,Bus/Truck
2335,334,4,313,470,Upto 3 Axle
2336,334,5,328,492,4 to 6 Axle
2337,334,6,358,537,HCM/EME
2338,334,7,408,612,7 or more Axle
2339,335,1,59,89,Car/Jeep/Van
2340,335,2,104,156,LCV
2341,335,3,199,299,Bus/Truck
2342,335,4,314,471,Upto 3 Axle
2343,335,5,329,494,4 to 6 Axle
2344,335,6,359,539,HCM/EME
2345,335,7,409,614,7 or more Axle
2346,336,1,60,90,Car/Jeep/Van
2347,336,2,105,158,LCV
2348,336,3,200,300,Bus/Truck
2349,336,4,315,473,Upto 3 Axle
2350,336,5,330,495,4 to 6 Axle
2351,336,6,360,540,HCM/EME
2352,336,7,410,615,7 or more Axle
2353,337,1,61,92,Car/Jeep/Van
2354,337,2,106,159,LCV
2355,337,3,201,302,Bus/Truck
2356,337,4,316,474,Upto 3 Axle
2357,337,5,331,497,4 to 6 Axle
2358,337,6,361,542,HCM/EME
2359,337,7,411,617,7 or more Axle
2360,338,1,62,93,Car/Jeep/Van
2361,338,2,107,161,LCV
2362,338,3,202,303,Bus/Truck
2363,338,4,317,476,Upto 3 Axle
2364,338,5,332,498,4 to 6 Axle
2365,338,6,362,543,HCM/EME
2366,338,7,412,618,7 or more Axle
2367,339,1,63,95,Car/Jeep/Van
2368,339,2,108,162,LCV
2369,339,3,203,305,Bus/Truck
2370,339,4,318,477,Upto 3 Axle
2371,339,5,333,500,4 to 6 Axle
2372,339,6,363,545,HCM/EME
2373,339,7,413,620,7 or more Axle
2374,340,1,64,96,Car/Jeep/Van
2375,340,2,109,164,LCV
2376,340,3,204,306,Bus/Truck
2377,340,4,319,479,Upto 3 Axle
2378,340,5,334,501,4 to 6 Axle
2379,340,6,364,546,HCM/EME
2380,340,7,414,621,7 or more Axle
2381,341,1,65,98,Car/Jeep/Van
2382,341,2,110,165,LCV
2383,341,3,205,308,Bus/Truck
2384,341,4,320,480,Upto 3 Axle
2385,341,5,335,503,4 to 6 Axle
2386,341,6,365,548,HCM/EME
2387,341,7,415,623,7 or more Axle
2388,342,1,66,99,Car/Jeep/Van
2389,342,2,111,167,LCV
2390,342,3,206,309,Bus/Truck
2391,342,4,321,482,Upto 3 Axle
2392,342,5,336,504,4 to 6 Axle
2393,342,6,366,549,HCM/EME
2394,342,7,416,624,7 or more Axle
2395,343,1,67,101,Car/Jeep/Van
2396,343,2,112,168,LCV
2397,343,3,207,311,Bus/Truck
2398,343,4,322,483,Upto 3 Axle
2399,343,5,337,506,4 to 6 Axle
2400,343,6,367,551,HCM/EME
2401,343,7,417,626,7 or more Axle
2402,344,1,68,102,Car/Jeep/Van
2403,344,2,113,170,LCV
2404,344,3,208,312,Bus/Truck
2405,344,4,323,485,Upto 3 Axle
2406,344,5,338,507,4 to 6 Axle
2407,344,6,368,552,HCM/EME
2408,344,7,418,627,7 or more Axle
2409,345,1,69,104,Car/Jeep/Van
2410,345,2,114,171,LCV
2411,345,3,209,314,Bus/Truck
2412,345,4,324,486,Upto 3 Axle
2413,345,5,339,509,4 to 6 Axle
2414,345,6,369,554,HCM/EME
2415,345,7,419,629,7 or more Axle
2416,346,1,70,105,Car/Jeep/Van
2417,346,2,115,173,LCV
2418,346,3,210,315,Bus/Truck
2419,346,4,325,488,Upto 3 Axle
2420,346,5,340,510,4 to 6 Axle
2421,346,6,370,555,HCM/EME
2422,346,7,420,630,7 or more Axle
2423,347,1,71,107,Car/Jeep/Van
2424,347,2,116,174,LCV
2425,347,3,211,317,Bus/Truck
2426,347,4,326,489,Upto 3 Axle
2427,347,5,341,512,4 to 6 Axle
2428,347,6,371,557,HCM/EME
2429,347,7,421,632,7 or more Axle
2430,348,1,72,108,Car/Jeep/Van
2431,348,2,117,176,LCV
2432,348,3,212,318,Bus/Truck
2433,348,4,327,491,Upto 3 Axle
2434,348,5,342,513,4 to 6 Axle
2435,348,6,372,558,HCM/EME
2436,348,7,422,633,7 or more Axle
2437,349,1,73,110,Car/Jeep/Van
2438,349,2,118,177,LCV
2439,349,3,213,320,Bus/Truck
2440,349,4,328,492,Upto 3 Axle
2441,349,5,343,515,4 to 6 Axle
2442,349,6,373,560,HCM/EME
2443,349,7,423,635,7 or more Axle
2444,350,1,74,111,Car/Jeep/Van
2445,350,2,119,179,LCV
2446,350,3,214,321,Bus/Truck
2447,350,4,329,494,Upto 3 Axle
2448,350,5,344,516,4 to 6 Axle
2449,350,6,374,561,HCM/EME
2450,350,7,424,636,7 or more Axle
2451,351,1,50,75,Car/Jeep/Van
2452,351,2,95,143,LCV
2453,351,3,190,285,Bus/Truck
2454,351,4,305,458,Upto 3 Axle
2455,351,5,320,480,4 to 6 Axle
2456,351,6,350,525,HCM/EME
2457,351,7,400,600,7 or more Axle
2458,352,1,51,77,Car/Jeep/Van
2459,352,2,96,144,LCV
2460,352,3,191,287,Bus/Truck
2461,352,4,306,459,Upto 3 Axle
2462,352,5,321,482,4 to 6 Axle
2463,352,6,351,527,HCM/EME
2464,352,7,401,602,7 or more Axle
2465,353,1,52,78,Car/Jeep/Van
2466,353,2,97,146,LCV
2467,353,3,192,288,Bus/Truck
2468,353,4,307,461,Upto 3 Axle
2469,353,5,322,483,4 to 6 Axle
2470,353,6,352,528,HCM/EME
2471,353,7,402,603,7 or more Axle
2472,354,1,53,80,Car/Jeep/Van
2473,354,2,98,147,LCV
2474,354,3,193,290,Bus/Truck
2475,354,4,308,462,Upto 3 Axle
2476,354,5,323,485,4 to 6 Axle
2477,354,6,353,530,HCM/EME
2478,354,7,403,605,7 or more Axle
2479,355,1,54,81,Car/Jeep/Van
2480,355,2,99,149,LCV
2481,355,3,194,291,Bus/Truck
2482,355,4,309,464,Upto 3 Axle
2483,355,5,324,486,4 to 6 Axle
2484,355,6,354,531,HCM/EME
2485,355,7,404,606,7 or more Axle
2486,356,1,55,83,Car/Jeep/Van
2487,356,2,100,150,LCV
2488,356,3,195,293,Bus/Truck
2489,356,4,310,465,Upto 3 Axle
2490,356,5,325,488,4 to 6 Axle
2491,356,6,355,533,HCM/EME
2492,356,7,405,608,7 or more Axle
2493,357,1,56,84,Car/Jeep/Van
2494,357,2,101,152,LCV
2495,357,3,196,294,Bus/Truck
2496,357,4,311,467,Upto 3 Axle
2497,357,5,326,489,4 to 6 Axle
2498,357,6,356,534,HCM/EME
2499,357,7,406,609,7 or more Axle
2500,358,1,57,86,Car/Jeep/Van
2501,358,2,102,153,LCV
2502,358,3,197,296,Bus/Truck
2503,358,4,312,468,Upto 3 Axle
2504,358,5,327,491,4 to 6 Axle
2505,358,6,357,536,HCM/EME
2506,358,7,407,611,7 or more Axle
2507,359,1,58,87,Car/Jeep/Van
2508,359,2,103,155,LCV
2509,359,3,198,297,Bus/Truck
2510,359,4,313,470,Upto 3 Axle
2511,359,5,328,492,4 to 6 Axle
2512,359,6,358,537,HCM/EME
2513,359,7,408,612,7 or more Axle
2514,360,1,59,89,Car/Jeep/Van
2515,360,2,104,156,LCV
2516,360,3,199,299,Bus/Truck
2517,360,4,314,471,Upto 3 Axle
2518,360,5,329,494,4 to 6 Axle
2519,360,6,359,539,HCM/EME
2520,360,7,409,614,7 or more Axle
2521,361,1,60,90,Car/Jeep/Van
2522,361,2,105,158,LCV
2523,361,3,200,300,Bus/Truck
2524,361,4,315,473,Upto 3 Axle
2525,361,5,330,495,4 to 6 Axle
2526,361,6,360,540,HCM/EME
2527,361,7,410,615,7 or more Axle
2528,362,1,61,92,Car/Jeep/Van
2529,362,2,106,159,LCV
2530,362,3,201,302,Bus/Truck
2531,362,4,316,474,Upto 3 Axle
2532,362,5,331,497,4 to 6 Axle
2533,362,6,361,542,HCM/EME
2534,362,7,411,617,7 or more Axle
2535,363,1,62,93,Car/Jeep/Van
2536,363,2,107,161,LCV
2537,363,3,202,303,Bus/Truck
2538,363,4,317,476,Upto 3 Axle
2539,363,5,332,498,4 to 6 Axle
2540,363,6,362,543,HCM/EME
2541,363,7,412,618,7 or more Axle
2542,364,1,63,95,Car/Jeep/Van
2543,364,2,108,162,LCV
2544,364,3,203,305,Bus/Truck
2545,364,4,318,477,Upto 3 Axle
2546,364,5,333,500,4 to 6 Axle
2547,364,6,363,545,HCM/EME
2548,364,7,413,620,7 or more Axle
2549,365,1,64,96,Car/Jeep/Van
2550,365,2,109,164,LCV
2551,365,3,204,306,Bus/Truck
2552,365,4,319,479,Upto 3 Axle
2553,365,5,334,501,4 to 6 Axle
2554,365,6,364,546,HCM/EME
2555,365,7,414,621,7 or more Axle
2556,366,1,65,98,Car/Jeep/Van
2557,366,2,110,165,LCV
2558,366,3,205,308,Bus/Truck
2559,366,4,320,480,Upto 3 Axle
2560,366,5,335,503,4 to 6 Axle
2561,366,6,365,548,HCM/EME
2562,366,7,415,623,7 or more Axle
2563,367,1,66,99,Car/Jeep/Van
2564,367,2,111,167,LCV
2565,367,3,206,309,Bus/Truck
2566,367,4,321,482,Upto 3 Axle
2567,367,5,336,504,4 to 6 Axle
2568,367,6,366,549,HCM/EME
2569,367,7,416,624,7 or more Axle
2570,368,1,67,101,Car/Jeep/Van
2571,368,2,112,168,LCV
2572,368,3,207,311,Bus/Truck
2573,368,4,322,483,Upto 3 Axle
2574,368,5,337,506,4 to 6 Axle
2575,368,6,367,551,HCM/EME
2576,368,7,417,626,7 or more Axle
2577,369,1,68,102,Car/Jeep/Van
2578,369,2,113,170,LCV
2579,369,3,208,312,Bus/Truck
2580,369,4,323,485,Upto 3 Axle
2581,369,5,338,507,4 to 6 Axle
2582,369,6,368,552,HCM/EME
2583,369,7,418,627,7 or more Axle
2584,370,1,69,104,Car/Jeep/Van
2585,370,2,114,171,LCV
2586,370,3,209,314,Bus/Truck
2587,370,4,324,486,Upto 3 Axle
2588,370,5,339,509,4 to 6 Axle
2589,370,6,369,554,HCM/EME
2590,370,7,419,629,7 or more Axle
2591,371,1,70,105,Car/Jeep/Van
2592,371,2,115,173,LCV
2593,371,3,210,315,Bus/Truck
2594,371,4,325,488,Upto 3 Axle
2595,371,5,340,510,4 to 6 Axle
2596,371,6,370,555,HCM/EME
2597,371,7,420,630,7 or more Axle
2598,372,1,71,107,Car/Jeep/Van
2599,372,2,116,174,LCV
2600,372,3,211,317,Bus/Truck
2601,372,4,326,489,Upto 3 Axle
2602,372,5,341,512,4 to 6 Axle
2603,372,6,371,557,HCM/EME
2604,372,7,421,632,7 or more Axle
2605,373,1,72,108,Car/Jeep/Van
2606,373,2,117,176,LCV
2607,373,3,212,318,Bus/Truck
2608,373,4,327,491,Upto 3 Axle
2609,373,5,342,513,4 to 6 Axle
2610,373,6,372,558,HCM/EME
2611,373,7,422,633,7 or more Axle
2612,374,1,73,110,Car/Jeep/Van
2613,374,2,118,177,LCV
2614,374,3,213,320,Bus/Truck
2615,374,4,328,492,Upto 3 Axle
2616,374,5,343,515,4 to 6 Axle
2617,374,6,373,560,HCM/EME
2618,374,7,423,635,7 or more Axle
2619,375,1,74,111,Car/Jeep/Van
2620,375,2,119,179,LCV
2621,375,3,214,321,Bus/Truck
2622,375,4,329,494,Upto 3 Axle
2623,375,5,344,516,4 to 6 Axle
2624,375,6,374,561,HCM/EME
2625,375,7,424,636,7 or more Axle
2626,376,1,50,75,Car/Jeep/Van
2627,376,2,95,143,LCV
2628,376,3,190,285,Bus/Truck
2629,376,4,305,458,Upto 3 Axle
2630,376,5,320,480,4 to 6 Axle
2631,376,6,350,525,HCM/EME
2632,376,7,400,600,7 or more Axle
2633,377,1,51,77,Car/Jeep/Van
2634,377,2,96,144,LCV
2635,377,3,191,287,Bus/Truck
2636,377,4,306,459,Upto 3 Axle
2637,377,5,321,482,4 to 6 Axle
2638,377,6,351,527,HCM/EME
2639,377,7,401,602,7 or more Axle
2640,378,1,52,78,Car/Jeep/Van
2641,378,2,97,146,LCV
2642,378,3,192,288,Bus/Truck
2643,378,4,307,461,Upto 3 Axle
2644,378,5,322,483,4 to 6 Axle
2645,378,6,352,528,HCM/EME
2646,378,7,402,603,7 or more Axle
2647,379,1,53,80,Car/Jeep/Van
2648,379,2,98,147,LCV
2649,379,3,193,290,Bus/Truck
2650,379,4,308,462,Upto 3 Axle
2651,379,5,323,485,4 to 6 Axle
2652,379,6,353,530,HCM/EME
2653,379,7,403,605,7 or more Axle
2654,380,1,54,81,Car/Jeep/Van
2655,380,2,99,149,LCV
2656,380,3,194,291,Bus/Truck
2657,380,4,309,464,Upto 3 Axle
2658,380,5,324,486,4 to 6 Axle
2659,380,6,354,531,HCM/EME
2660,380,7,404,606,7 or more Axle
2661,381,1,55,83,Car/Jeep/Van
2662,381,2,100,150,LCV
2663,381,3,195,293,Bus/Truck
2664,381,4,310,465,Upto 3 Axle
2665,381,5,325,488,4 to 6 Axle
2666,381,6,355,533,HCM/EME
2667,381,7,405,608,7 or more Axle
2668,382,1,56,84,Car/Jeep/Van
2669,382,2,101,152,LCV
2670,382,3,196,294,Bus/Truck
2671,382,4,311,467,Upto 3 Axle
2672,382,5,326,489,4 to 6 Axle
2673,382,6,356,534,HCM/EME
2674,382,7,406,609,7 or more Axle
2675,383,1,57,86,Car/Jeep/Van
2676,383,2,102,153,LCV
2677,383,3,197,296,Bus/Truck
2678,383,4,312,468,Upto 3 Axle
2679,383,5,327,491,4 to 6 Axle
2680,383,6,357,536,HCM/EME
2681,383,7,407,611,7 or more Axle
2682,384,1,58,87,Car/Jeep/Van
2683,384,2,103,155,LCV
2684,384,3,198,297,Bus/Truck
2685,384,4,313,470,Upto 3 Axle
2686,384,5,328,492,4 to 6 Axle
2687,384,6,358,537,HCM/EME
2688,384,7,408,612,7 or more Axle
2689,385,1,59,89,Car/Jeep/Van
2690,385,2,104,156,LCV
2691,385,3,199,299,Bus/Truck
2692,385,4,314,471,Upto 3 Axle
2693,385,5,329,494,4 to 6 Axle
2694,385,6,359,539,HCM/EME
2695,385,7,409,614,7 or more Axle
2696,386,1,60,90,Car/Jeep/Van
2697,386,2,105,158,LCV
2698,386,3,200,300,Bus/Truck
2699,386,4,315,473,Upto 3 Axle
2700,386,5,330,495,4 to 6 Axle
2701,386,6,360,540,HCM/EME
2702,386,7,410,615,7 or more Axle
2703,387,1,61,92,Car/Jeep/Van
2704,387,2,106,159,LCV
2705,387,3,201,302,Bus/Truck
2706,387,4,316,474,Upto 3 Axle
2707,387,5,331,497,4 to 6 Axle
2708,387,6,361,542,HCM/EME
2709,387,7,411,617,7 or more Axle
2710,388,1,62,93,Car/Jeep/Van
2711,388,2,107,161,LCV
2712,388,3,202,303,Bus/Truck
2713,388,4,317,476,Upto 3 Axle
2714,388,5,332,498,4 to 6 Axle
2715,388,6,362,543,HCM/EME
2716,388,7,412,618,7 or more Axle
2717,389,1,63,95,Car/Jeep/Van
2718,389,2,108,162,LCV
2719,389,3,203,305,Bus/Truck
2720,389,4,318,477,Upto 3 Axle
2721,389,5,333,500,4 to 6 Axle
2722,389,6,363,545,HCM/EME
2723,389,7,413,620,7 or more Axle
2724,390,1,64,96,Car/Jeep/Van
2725,390,2,109,164,LCV
2726,390,3,204,306,Bus/Truck
2727,390,4,319,479,Upto 3 Axle
2728,390,5,334,501,4 to 6 Axle
2729,390,6,364,546,HCM/EME
2730,390,7,414,621,7 or more Axle
2731,391,1,65,98,Car/Jeep/Van
2732,391,2,110,165,LCV
2733,391,3,205,308,Bus/Truck
2734,391,4,320,480,Upto 3 Axle
2735,391,5,335,503,4 to 6 Axle
2736,391,6,365,548,HCM/EME
2737,391,7,415,623,7 or more Axle
2738,392,1,66,99,Car/Jeep/Van
2739,392,2,111,167,LCV
2740,392,3,206,309,Bus/Truck
2741,392,4,321,482,Upto 3 Axle
2742,392,5,336,504,4 to 6 Axle
2743,392,6,366,549,HCM/EME
2744,392,7,416,624,7 or more Axle
2745,393,1,67,101,Car/Jeep/Van
2746,393,2,112,168,LCV
2747,393,3,207,311,Bus/Truck
2748,393,4,322,483,Upto 3 Axle
2749,393,5,337,506,4 to 6 Axle
2750,393,6,367,551,HCM/EME
2751,393,7,417,626,7 or more Axle
2752,394,1,68,102,Car/Jeep/Van
2753,394,2,113,170,LCV
2754,394,3,208,312,Bus/Truck
2755,394,4,323,485,Upto 3 Axle
2756,394,5,338,507,4 to 6 Axle
2757,394,6,368,552,HCM/EME
2758,394,7,418,627,7 or more Axle
2759,395,1,69,104,Car/Jeep/Van
2760,395,2,114,171,LCV
2761,395,3,209,314,Bus/Truck
2762,395,4,324,486,Upto 3 Axle
2763,395,5,339,509,4 to 6 Axle
2764,395,6,369,554,HCM/EME
2765,395,7,419,629,7 or more Axle
2766,396,1,70,105,Car/Jeep/Van
2767,396,2,115,173,LCV
2768,396,3,210,315,Bus/Truck
2769,396,4,325,488,Upto 3 Axle
2770,396,5,340,510,4 to 6 Axle
2771,396,6,370,555,HCM/EME
2772,396,7,420,630,7 or more Axle
2773,397,1,71,107,Car/Jeep/Van
2774,397,2,116,174,LCV
2775,397,3,211,317,Bus/Truck
2776,397,4,326,489,Upto 3 Axle
2777,397,5,341,512,4 to 6 Axle
2778,397,6,371,557,HCM/EME
2779,397,7,421,632,7 or more Axle
2780,398,1,72,108,Car/Jeep/Van
2781,398,2,117,176,LCV
2782,398,3,212,318,Bus/Truck
2783,398,4,327,491,Upto 3 Axle
2784,398,5,342,513,4 to 6 Axle
2785,398,6,372,558,HCM/EME
2786,398,7,422,633,7 or more Axle
2787,399,1,73,110,Car/Jeep/Van
2788,399,2,118,177,LCV
2789,399,3,213,320,Bus/Truck
2790,399,4,328,492,Upto 3 Axle
2791,399,5,343,515,4 to 6 Axle
2792,399,6,373,560,HCM/EME
2793,399,7,423,635,7 or more Axle
2794,400,1,74,111,Car/Jeep/Van
2795,400,2,119,179,LCV
2796,400,3,214,321,Bus/Truck
2797,400,4,329,494,Upto 3 Axle
2798,400,5,344,516,4 to 6 Axle
2799,400,6,374,561,HCM/EME
2800,400,7,424,636,7 or more Axle
2801,401,1,50,75,Car/Jeep/Van
2802,401,2,95,143,LCV
2803,401,3,190,285,Bus/Truck
2804,401,4,305,458,Upto 3 Axle
2805,401,5,320,480,4 to 6 Axle
2806,401,6,350,525,HCM/EME
2807,401,7,400,600,7 or more Axle
2808,402,1,51,77,Car/Jeep/Van
2809,402,2,96,144,LCV
2810,402,3,191,287,Bus/Truck
2811,402,4,306,459,Upto 3 Axle
2812,402,5,321,482,4 to 6 Axle
2813,402,6,351,527,HCM/EME
2814,402,7,401,602,7 or more Axle
2815,403,1,52,78,Car/Jeep/Van
2816,403,2,97,146,LCV
2817,403,3,192,288,Bus/Truck
2818,403,4,307,461,Upto 3 Axle
2819,403,5,322,483,4 to 6 Axle
2820,403,6,352,528,HCM/EME
2821,403,7,402,603,7 or more Axle
2822,404,1,53,80,Car/Jeep/Van
2823,404,2,98,147,LCV
2824,404,3,193,290,Bus/Truck
2825,404,4,308,462,Upto 3 Axle
2826,404,5,323,485,4 to 6 Axle
2827,404,6,353,530,HCM/EME
2828,404,7,403,605,7 or more Axle
2829,405,1,54,81,Car/Jeep/Van
2830,405,2,99,149,LCV
2831,405,3,194,291,Bus/Truck
2832,405,4,309,464,Upto 3 Axle
2833,405,5,324,486,4 to 6 Axle
2834,405,6,354,531,HCM/EME
2835,405,7,404,606,7 or more Axle
2836,406,1,55,83,Car/Jeep/Van
2837,406,2,100,150,LCV
2838,406,3,195,293,Bus/Truck
2839,406,4,310,465,Upto 3 Axle
2840,406,5,325,488,4 to 6 Axle
2841,406,6,355,533,HCM/EME
2842,406,7,405,608,7 or more Axle
2843,407,1,56,84,Car/Jeep/Van
2844,407,2,101,152,LCV
2845,407,3,196,294,Bus/Truck
2846,407,4,311,467,Upto 3 Axle
2847,407,5,326,489,4 to 6 Axle
2848,407,6,356,534,HCM/EME
2849,407,7,406,609,7 or more Axle
2850,408,1,57,86,Car/Jeep/Van
2851,408,2,102,153,LCV
2852,408,3,197,296,Bus/Truck
2853,408,4,312,468,Upto 3 Axle
2854,408,5,327,491,4 to 6 Axle
2855,408,6,357,536,HCM/EME
2856,408,7,407,611,7 or more Axle
2857,409,1,58,87,Car/Jeep/Van
2858,409,2,103,155,LCV
2859,409,3,198,297,Bus/Truck
2860,409,4,313,470,Upto 3 Axle
2861,409,5,328,492,4 to 6 Axle
2862,409,6,358,537,HCM/EME
2863,409,7,408,612,7 or more Axle
2864,410,1,59,89,Car/Jeep/Van
2865,410,2,104,156,LCV
2866,410,3,199,299,Bus/Truck
2867,410,4,314,471,Upto 3 Axle
2868,410,5,329,494,4 to 6 Axle
2869,410,6,359,539,HCM/EME
2870,410,7,409,614,7 or more Axle
2871,411,1,60,90,Car/Jeep/Van
2872,411,2,105,158,LCV
2873,411,3,200,300,Bus/Truck
2874,411,4,315,473,Upto 3 Axle
2875,411,5,330,495,4 to 6 Axle
2876,411,6,360,540,HCM/EME
2877,411,7,410,615,7 or more Axle
2878,412,1,61,92,Car/Jeep/Van
2879,412,2,106,159,LCV
2880,412,3,201,302,Bus/Truck
2881,412,4,316,474,Upto 3 Axle
2882,412,5,331,497,4 to 6 Axle
2883,412,6,361,542,HCM/EME
2884,412,7,411,617,7 or more Axle
2885,413,1,62,93,Car/Jeep/Van
2886,413,2,107,161,LCV
2887,413,3,202,303,Bus/Truck
2888,413,4,317,476,Upto 3 Axle
2889,413,5,332,498,4 to 6 Axle
2890,413,6,362,543,HCM/EME
2891,413,7,412,618,7 or more Axle
2892,414,1,63,95,Car/Jeep/Van
2893,414,2,108,162,LCV
2894,414,3,203,305,Bus/Truck
2895,414,4,318,477,Upto 3 Axle
2896,414,5,333,500,4 to 6 Axle
2897,414,6,363,545,HCM/EME
2898,414,7,413,620,7 or more Axle
2899,415,1,64,96,Car/Jeep/Van
2900,415,2,109,164,LCV
2901,415,3,204,306,Bus/Truck
2902,415,4,319,479,Upto 3 Axle
2903,415,5,334,501,4 to 6 Axle
2904,415,6,364,546,HCM/EME
2905,415,7,414,621,7 or more Axle
2906,416,1,65,98,Car/Jeep/Van
2907,416,2,110,165,LCV
2908,416,3,205,308,Bus/Truck
2909,416,4,320,480,Upto 3 Axle
2910,416,5,335,503,4 to 6 Axle
2911,416,6,365,548,HCM/EME
2912,416,7,415,623,7 or more Axle
2913,417,1,66,99,Car/Jeep/Van
2914,417,2,111,167,LCV
2915,417,3,206,309,Bus/Truck
2916,417,4,321,482,Upto 3 Axle
2917,417,5,336,504,4 to 6 Axle
2918,417,6,366,549,HCM/EME
2919,417,7,416,624,7 or more Axle
2920,418,1,67,101,Car/Jeep/Van
2921,418,2,112,168,LCV
2922,418,3,207,311,Bus/Truck
2923,418,4,322,483,Upto 3 Axle
2924,418,5,337,506,4 to 6 Axle
2925,418,6,367,551,HCM/EME
2926,418,7,417,626,7 or more Axle
2927,419,1,68,102,Car/Jeep/Van
2928,419,2,113,170,LCV
2929,419,3,208,312,Bus/Truck
2930,419,4,323,485,Upto 3 Axle
2931,419,5,338,507,4 to 6 Axle
2932,419,6,368,552,HCM/EME
2933,419,7,418,627,7 or more Axle
2934,420,1,69,104,Car/Jeep/Van
2935,420,2,114,171,LCV
2936,420,3,209,314,Bus/Truck
2937,420,4,324,486,Upto 3 Axle
2938,420,5,339,509,4 to 6 Axle
2939,420,6,369,554,HCM/EME
2940,420,7,419,629,7 or more Axle
2941,421,1,70,105,Car/Jeep/Van
2942,421,2,115,173,LCV
2943,421,3,210,315,Bus/Truck
2944,421,4,325,488,Upto 3 Axle
2945,421,5,340,510,4 to 6 Axle
2946,421,6,370,555,HCM/EME
2947,421,7,420,630,7 or more Axle
2948,422,1,71,107,Car/Jeep/Van
2949,422,2,116,174,LCV
2950,422,3,211,317,Bus/Truck
2951,422,4,326,489,Upto 3 Axle
2952,422,5,341,512,4 to 6 Axle
2953,422,6,371,557,HCM/EME
2954,422,7,421,632,7 or more Axle
2955,423,1,72,108,Car/Jeep/Van
2956,423,2,117,176,LCV
2957,423,3,212,318,Bus/Truck
2958,423,4,327,491,Upto 3 Axle
2959,423,5,342,513,4 to 6 Axle
2960,423,6,372,558,HCM/EME
2961,423,7,422,633,7 or more Axle
2962,424,1,73,110,Car/Jeep/Van
2963,424,2,118,177,LCV
2964,424,3,213,320,Bus/Truck
2965,424,4,328,492,Upto 3 Axle
2966,424,5,343,515,4 to 6 Axle
2967,424,6,373,560,HCM/EME
2968,424,7,423,635,7 or more Axle
2969,425,1,74,111,Car/Jeep/Van
2970,425,2,119,179,LCV
2971,425,3,214,321,Bus/Truck
2972,425,4,329,494,Upto 3 Axle
2973,425,5,344,516,4 to 6 Axle
2974,425,6,374,561,HCM/EME
2975,425,7,424,636,7 or more Axle
2976,426,1,50,75,Car/Jeep/Van
2977,426,2,95,143,LCV
2978,426,3,190,285,Bus/Truck
2979,426,4,305,458,Upto 3 Axle
2980,426,5,320,480,4 to 6 Axle
2981,426,6,350,525,HCM/EME
2982,426,7,400,600,7 or more Axle
2983,427,1,51,77,Car/Jeep/Van
2984,427,2,96,144,LCV
2985,427,3,191,287,Bus/Truck
2986,427,4,306,459,Upto 3 Axle
2987,427,5,321,482,4 to 6 Axle
2988,427,6,351,527,HCM/EME
2989,427,7,401,602,7 or more Axle
2990,428,1,52,78,Car/Jeep/Van
2991,428,2,97,146,LCV
2992,428,3,192,288,Bus/Truck
2993,428,4,307,461,Upto 3 Axle
2994,428,5,322,483,4 to 6 Axle
2995,428,6,352,528,HCM/EME
